C:\Users\user\Desktop\Self Driving Car\Recording\IMG\center_2023_06_17_20_53_45_785.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\left_2023_06_17_20_53_45_785.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\right_2023_06_17_20_53_45_785.jpg, 0, 0, 0, 6.073758E-05
C:\Users\user\Desktop\Self Driving Car\Recording\IMG\center_2023_06_17_20_53_45_889.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\left_2023_06_17_20_53_45_889.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\right_2023_06_17_20_53_45_889.jpg, 0, 0, 0, 6.060188E-05
C:\Users\user\Desktop\Self Driving Car\Recording\IMG\center_2023_06_17_20_53_45_994.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\left_2023_06_17_20_53_45_994.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\right_2023_06_17_20_53_45_994.jpg, 0, 0, 0, 6.107163E-05
C:\Users\user\Desktop\Self Driving Car\Recording\IMG\center_2023_06_17_20_53_46_096.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\left_2023_06_17_20_53_46_096.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\right_2023_06_17_20_53_46_096.jpg, 0, 0, 0, 6.185319E-05
C:\Users\user\Desktop\Self Driving Car\Recording\IMG\center_2023_06_17_20_53_46_205.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\left_2023_06_17_20_53_46_205.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\right_2023_06_17_20_53_46_205.jpg, 0, 0, 0, 6.075011E-05
C:\Users\user\Desktop\Self Driving Car\Recording\IMG\center_2023_06_17_20_53_46_307.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\left_2023_06_17_20_53_46_307.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\right_2023_06_17_20_53_46_307.jpg, 0, 0, 0, 6.080536E-05
C:\Users\user\Desktop\Self Driving Car\Recording\IMG\center_2023_06_17_20_53_46_417.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\left_2023_06_17_20_53_46_417.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\right_2023_06_17_20_53_46_417.jpg, 0, 0, 0, 6.14076E-05
C:\Users\user\Desktop\Self Driving Car\Recording\IMG\center_2023_06_17_20_53_46_528.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\left_2023_06_17_20_53_46_528.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\right_2023_06_17_20_53_46_528.jpg, 0, 0, 0, 6.209966E-05
C:\Users\user\Desktop\Self Driving Car\Recording\IMG\center_2023_06_17_20_53_46_631.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\left_2023_06_17_20_53_46_631.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\right_2023_06_17_20_53_46_631.jpg, 0, 0, 0, 6.269138E-05
C:\Users\user\Desktop\Self Driving Car\Recording\IMG\center_2023_06_17_20_53_46_743.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\left_2023_06_17_20_53_46_743.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\right_2023_06_17_20_53_46_743.jpg, 0, 0.324093, 0, 0.2978718
C:\Users\user\Desktop\Self Driving Car\Recording\IMG\center_2023_06_17_20_53_46_851.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\left_2023_06_17_20_53_46_851.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\right_2023_06_17_20_53_46_851.jpg, 0, 0.6524745, 0, 0.8687937
C:\Users\user\Desktop\Self Driving Car\Recording\IMG\center_2023_06_17_20_53_46_952.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\left_2023_06_17_20_53_46_952.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\right_2023_06_17_20_53_46_952.jpg, -0.3050757, 0.9575502, 0, 1.915686
C:\Users\user\Desktop\Self Driving Car\Recording\IMG\center_2023_06_17_20_53_47_064.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\left_2023_06_17_20_53_47_064.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\right_2023_06_17_20_53_47_064.jpg, -0.6415851, 1, 0, 3.281743
C:\Users\user\Desktop\Self Driving Car\Recording\IMG\center_2023_06_17_20_53_47_167.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\left_2023_06_17_20_53_47_167.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\right_2023_06_17_20_53_47_167.jpg, -0.8534646, 1, 0, 4.395369
C:\Users\user\Desktop\Self Driving Car\Recording\IMG\center_2023_06_17_20_53_47_278.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\left_2023_06_17_20_53_47_278.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\right_2023_06_17_20_53_47_278.jpg, -0.5172039, 1, 0, 5.795105
C:\Users\user\Desktop\Self Driving Car\Recording\IMG\center_2023_06_17_20_53_47_392.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\left_2023_06_17_20_53_47_392.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\right_2023_06_17_20_53_47_392.jpg, -0.2175522, 1, 0, 6.950496
C:\Users\user\Desktop\Self Driving Car\Recording\IMG\center_2023_06_17_20_53_47_502.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\left_2023_06_17_20_53_47_502.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\right_2023_06_17_20_53_47_502.jpg, 0, 1, 0, 8.300534
C:\Users\user\Desktop\Self Driving Car\Recording\IMG\center_2023_06_17_20_53_47_613.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\left_2023_06_17_20_53_47_613.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\right_2023_06_17_20_53_47_613.jpg, 0, 1, 0, 9.423298
C:\Users\user\Desktop\Self Driving Car\Recording\IMG\center_2023_06_17_20_53_47_723.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\left_2023_06_17_20_53_47_723.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\right_2023_06_17_20_53_47_723.jpg, -0.1619793, 1, 0, 10.74938
C:\Users\user\Desktop\Self Driving Car\Recording\IMG\center_2023_06_17_20_53_47_831.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\left_2023_06_17_20_53_47_831.jpg, C:\Users\user\Desktop\Self Driving Car\Recording\IMG\right_2023_06_17_20_53_47_831.jpg, -0.4846923, 1, 0, 11.60797
